product_id,product_url,final_url,source_page,appear_count,appear_pages,sales_tag,is_real_sales_tag,title,price,sku,product_create_date,product_create_date_digits,product_create_date_parse_status,product_create_date_parse_reason,color,material,composition,fabric_elasticity,fit_type,pattern_type,style,occasion,details,type,length,neckline,sleeve_length,sleeve_type,waist_line,closure_type,placket,pockets,body,hem_shaped,lined_for_added_warmth,features,sheer,temperature,festivals,attribute_count,attribute_keys,attributes_json,raw_description_text,crawl_time,page_status,status_reason,parse_status,html_saved_path,visible_text_saved_path,description_raw_text_saved_path,fetch_mode,fetch_seconds,save_seconds,parse_seconds,product_total_seconds,detail_dwell_seconds,inter_sleep_seconds,attempt_count,captcha_wait_used,captcha_wait_seconds,recovery_used,manual_wait_seconds,stable_success_streak,consecutive_failures,fast_mode_min_cycle_seconds,frequency_guard_enabled
57883154,https://sg.shein.com/2025-Autumn-Winter-Women-Wide-Leg-High-Waist-Casual-Loose-Trousers-Versatile-Suit-Pants-Black-Summer-p-57883154.html,https://sg.shein.com/risk/challenge?captcha_type=909&redirection=https%3A%2F%2Fsg.shein.com%2F2025-Autumn-Winter-Women-Wide-Leg-High-Waist-Casual-Loose-Trousers-Versatile-Suit-Pants-Black-Summer-p-57883154.html&risk-id=E4839690969813678208,2,3,"2,7,8",34.1k+ sold,TRUE,"2025 Autumn/Winter Women Wide Leg High Waist Casual Loose Trousers, Versatile Suit Pants Black Summer",S$12.49,,,,failed,详情页 SKU 为空,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,页面状态为 blocked_or_verify，跳过 Description 解析：明确验证码页面,2026-06-11T14:04:53+08:00,blocked_or_verify,明确验证码页面,skipped_due_to_page_status,D:\V2\data\debug\v2_9d1c_detail_checkpoint_clean_urls\57883154.html,D:\V2\data\debug\v2_9d1c_detail_checkpoint_clean_urls\57883154_visible_text.txt,D:\V2\data\debug\v2_9d1c_detail_checkpoint_clean_urls\57883154_description_raw_text.txt,stable,90.06,0.00,0.01,90.11,0.00,0.00,1,False,0.00,False,0.00,0,1,20,True
38235874,https://sg.shein.com/EMERY-ROSE-s-Women-s-Summer-Casual-Crew-Neck-Short-Sleeve-T-Shirt-Tops-Solid-Color-Black-And-White-Basics-Everyday-For-Work-Office-Party-p-38235874.html,https://sg.shein.com/risk/challenge?captcha_type=909&redirection=https%3A%2F%2Fsg.shein.com%2FEMERY-ROSE-s-Women-s-Summer-Casual-Crew-Neck-Short-Sleeve-T-Shirt-Tops-Solid-Color-Black-And-White-Basics-Everyday-For-Work-Office-Party-p-38235874.html&risk-id=E4839691620073400449,3,3,"3,5,10",12.6k+ sold,TRUE,"EMERY ROSE 's Women's Summer Casual Crew Neck Short Sleeve T-Shirt Tops,Solid Color Black And White Basics Everyday For Work Office, Party",S$11.99,,,,failed,详情页 SKU 为空,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,页面状态为 blocked_or_verify，跳过 Description 解析：明确验证码页面,2026-06-11T14:06:23+08:00,blocked_or_verify,明确验证码页面,skipped_due_to_page_status,D:\V2\data\debug\v2_9d1c_detail_checkpoint_clean_urls\38235874.html,D:\V2\data\debug\v2_9d1c_detail_checkpoint_clean_urls\38235874_visible_text.txt,D:\V2\data\debug\v2_9d1c_detail_checkpoint_clean_urls\38235874_description_raw_text.txt,fast,3.66,0.00,0.00,3.70,0.00,0.00,1,False,0.00,False,0.00,0,2,20,True
445209541,https://sg.shein.com/Women-s-Casual-Short-Sleeve-Round-Neck-T-Shirt-Printed-Pattern-Soft-Comfortable-Fabric-Machine-Washable-Summer-Tops-p-445209541.html,https://sg.shein.com/risk/challenge?captcha_type=909&redirection=https%3A%2F%2Fsg.shein.com%2FWomen-s-Casual-Short-Sleeve-Round-Neck-T-Shirt-Printed-Pattern-Soft-Comfortable-Fabric-Machine-Washable-Summer-Tops-p-445209541.html&risk-id=E4839691651354499072,2,3,"2,7,8",8.7k+ sold,TRUE,"Women's Casual Short Sleeve Round Neck T-Shirt - Printed Pattern, Soft & Comfortable Fabric, Machine Washable, Summer Tops",S$5.99,,,,failed,详情页 SKU 为空,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,页面状态为 blocked_or_verify，跳过 Description 解析：明确验证码页面,2026-06-11T14:06:27+08:00,blocked_or_verify,明确验证码页面,skipped_due_to_page_status,D:\V2\data\debug\v2_9d1c_detail_checkpoint_clean_urls\445209541.html,D:\V2\data\debug\v2_9d1c_detail_checkpoint_clean_urls\445209541_visible_text.txt,D:\V2\data\debug\v2_9d1c_detail_checkpoint_clean_urls\445209541_description_raw_text.txt,fast,18.03,0.00,0.00,18.06,0.00,0.00,1,False,0.00,False,0.00,0,3,20,True
57883154,https://sg.shein.com/2025-Autumn-Winter-Women-Wide-Leg-High-Waist-Casual-Loose-Trousers-Versatile-Suit-Pants-Black-Summer-p-57883154.html,https://sg.shein.com/2025-Autumn-Winter-Women-Wide-Leg-High-Waist-Casual-Loose-Trousers-Versatile-Suit-Pants-Black-Summer-p-57883154.html,2,3,"2,7,8",34.1k+ sold,TRUE,"2025 Autumn/Winter Women Wide Leg High Waist Casual Loose Trousers, Versatile Suit Pants Black Summer",S$12.49,,,,failed,详情页 SKU 为空,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,页面状态为 timeout，跳过 Description 解析：页面请求超时,2026-06-11T14:46:27+08:00,timeout,页面请求超时,skipped_due_to_page_status,D:\V2\data\debug\v2_9d1c_detail_checkpoint_clean_urls\57883154.html,D:\V2\data\debug\v2_9d1c_detail_checkpoint_clean_urls\57883154_visible_text.txt,D:\V2\data\debug\v2_9d1c_detail_checkpoint_clean_urls\57883154_description_raw_text.txt,stable,90.22,0.01,0.08,90.48,0.00,4.82,1,False,0.00,False,0.00,0,0,20,True
38235874,https://sg.shein.com/EMERY-ROSE-s-Women-s-Summer-Casual-Crew-Neck-Short-Sleeve-T-Shirt-Tops-Solid-Color-Black-And-White-Basics-Everyday-For-Work-Office-Party-p-38235874.html,https://sg.shein.com/EMERY-ROSE-s-Women-s-Summer-Casual-Crew-Neck-Short-Sleeve-T-Shirt-Tops-Solid-Color-Black-And-White-Basics-Everyday-For-Work-Office-Party-p-38235874.html,3,3,"3,5,10",12.6k+ sold,TRUE,"EMERY ROSE 's Women's Summer Casual Crew Neck Short Sleeve T-Shirt Tops,Solid Color Black And White Basics Everyday For Work Office, Party",S$11.99,,,,failed,详情页 SKU 为空,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,页面状态为 timeout，跳过 Description 解析：页面请求超时,2026-06-11T14:48:03+08:00,timeout,页面请求超时,skipped_due_to_page_status,D:\V2\data\debug\v2_9d1c_detail_checkpoint_clean_urls\38235874.html,D:\V2\data\debug\v2_9d1c_detail_checkpoint_clean_urls\38235874_visible_text.txt,D:\V2\data\debug\v2_9d1c_detail_checkpoint_clean_urls\38235874_description_raw_text.txt,fast,18.05,0.00,0.01,18.11,0.00,3.72,1,False,0.00,False,0.00,0,0,20,True
445209541,https://sg.shein.com/Women-s-Casual-Short-Sleeve-Round-Neck-T-Shirt-Printed-Pattern-Soft-Comfortable-Fabric-Machine-Washable-Summer-Tops-p-445209541.html,https://sg.shein.com/Women-s-Casual-Short-Sleeve-Round-Neck-T-Shirt-Printed-Pattern-Soft-Comfortable-Fabric-Machine-Washable-Summer-Tops-p-445209541.html,2,3,"2,7,8",8.7k+ sold,TRUE,"Women's Casual Short Sleeve Round Neck T-Shirt - Printed Pattern, Soft & Comfortable Fabric, Machine Washable, Summer Tops",S$5.99,sz251125611164160066,2025-11-25,251125,success,SKU 前 6 位数字按 YYMMDD 成功解析为产品创建日期,Yellow,Polyester,"95% Polyester, 5% Elastane",Slight Stretch,Regular Fit,Letter,Casual,"Vacation, Home, Daily, Street, Sports & Work out",,,Regular,Round Neck,Short Sleeve,Drop Shoulder,,,,No,,Regular,No,"Great quality, Comfortable, Soft",No,,"Carnivals, Easter, Ramadan, Independence Day, St. Patrick's Day",21,"Features,Pattern Type,Sleeve Type,Hem Shaped,Lined For Added Warmth,Pockets,Festivals,Color,Style,Occasion,Neckline,Sleeve Length,Length,Fit Type,Fabric Elasticity,Coating,Material,Composition,Care Instructions,Sheer,Number of Pieces","{""Features"": ""Great quality, Comfortable, Soft"", ""Pattern Type"": ""Letter"", ""Sleeve Type"": ""Drop Shoulder"", ""Hem Shaped"": ""Regular"", ""Lined For Added Warmth"": ""No"", ""Pockets"": ""No"", ""Festivals"": ""Carnivals, Easter, Ramadan, Independence Day, St. Patrick's Day"", ""Color"": ""Yellow"", ""Style"": ""Casual"", ""Occasion"": ""Vacation, Home, Daily, Street, Sports & Work out"", ""Neckline"": ""Round Neck"", ""Sleeve Length"": ""Short Sleeve"", ""Length"": ""Regular"", ""Fit Type"": ""Regular Fit"", ""Fabric Elasticity"": ""Slight Stretch"", ""Coating"": ""95% Polyester, 5% Spandex"", ""Material"": ""Polyester"", ""Composition"": ""95% Polyester, 5% Elastane"", ""Care Instructions"": ""Machine wash or professional dry clean"", ""Sheer"": ""No"", ""Number of Pieces"": ""1 Piece Set""}","Features: Great quality, Comfortable, Soft
Pattern Type: Letter
Sleeve Type: Drop Shoulder
Hem Shaped: Regular
Lined For Added Warmth: No
Pockets: No
Festivals: Carnivals, Easter, Ramadan, Independence Day, St. Patrick's Day
Color: Yellow
Style: Casual
Occasion: Vacation, Home, Daily, Street, Sports & Work out
Neckline: Round Neck
Sleeve Length: Short Sleeve
Length: Regular
Fit Type: Regular Fit
Fabric Elasticity: Slight Stretch
Coating: 95% Polyester, 5% Spandex
Material: Polyester
Composition: 95% Polyester, 5% Elastane
Care Instructions: Machine wash or professional dry clean
Sheer: No
Number of Pieces: 1 Piece Set",2026-06-11T14:48:24+08:00,success,商品属性已加载，虽达到 fast 硬截止但保留成功结果,success,D:\V2\data\debug\v2_9d1c_detail_checkpoint_clean_urls\445209541.html,D:\V2\data\debug\v2_9d1c_detail_checkpoint_clean_urls\445209541_visible_text.txt,D:\V2\data\debug\v2_9d1c_detail_checkpoint_clean_urls\445209541_description_raw_text.txt,fast,31.49,0.01,0.05,31.64,17.56,5.85,1,False,0.00,False,0.00,0,0,20,True
57883154,https://sg.shein.com/2025-Autumn-Winter-Women-Wide-Leg-High-Waist-Casual-Loose-Trousers-Versatile-Suit-Pants-Black-Summer-p-57883154.html,https://sg.shein.com/2025-Autumn-Winter-Women-Wide-Leg-High-Waist-Casual-Loose-Trousers-Versatile-Suit-Pants-Black-Summer-p-57883154.html,2,3,"2,7,8",34.1k+ sold,TRUE,"2025 Autumn/Winter Women Wide Leg High Waist Casual Loose Trousers, Versatile Suit Pants Black Summer",S$12.49,,,,failed,详情页 SKU 为空,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,页面状态为 timeout，跳过 Description 解析：页面请求超时,2026-06-11T16:26:48+08:00,timeout,页面请求超时,skipped_due_to_page_status,D:\V2\data\debug\v2_9d1c_detail_checkpoint_clean_urls\57883154.html,D:\V2\data\debug\v2_9d1c_detail_checkpoint_clean_urls\57883154_visible_text.txt,D:\V2\data\debug\v2_9d1c_detail_checkpoint_clean_urls\57883154_description_raw_text.txt,captcha_cleared_stable_retry,47.75,0.00,0.01,47.80,0.00,34.60,2,True,36.51,True,0.00,0,0,20,True
38235874,https://sg.shein.com/EMERY-ROSE-s-Women-s-Summer-Casual-Crew-Neck-Short-Sleeve-T-Shirt-Tops-Solid-Color-Black-And-White-Basics-Everyday-For-Work-Office-Party-p-38235874.html,https://sg.shein.com/EMERY-ROSE-s-Women-s-Summer-Casual-Crew-Neck-Short-Sleeve-T-Shirt-Tops-Solid-Color-Black-And-White-Basics-Everyday-For-Work-Office-Party-p-38235874.html,3,3,"3,5,10",12.6k+ sold,TRUE,"EMERY ROSE 's Women's Summer Casual Crew Neck Short Sleeve T-Shirt Tops,Solid Color Black And White Basics Everyday For Work Office, Party",S$11.99,sz2406277748638001,2024-06-27,240627,success,SKU 前 6 位数字按 YYMMDD 成功解析为产品创建日期,Multicolor,Knitted Fabric,"95% Polyester, 5% Elastane",Slight Stretch,Slim Fit,,Casual,"Home, Daily",,,Regular,Round Neck,Short Sleeve,Regular Sleeve,,,,No,Unlined,Regular,No,,Semi-Sheer,,Oktoberfest in Munich,18,"Body,Sleeve Type,Hem Shaped,Lined For Added Warmth,Pockets,Festivals,Color,Style,Occasion,Neckline,Sleeve Length,Length,Fit Type,Fabric Elasticity,Material,Composition,Care Instructions,Sheer","{""Body"": ""Unlined"", ""Sleeve Type"": ""Regular Sleeve"", ""Hem Shaped"": ""Regular"", ""Lined For Added Warmth"": ""No"", ""Pockets"": ""No"", ""Festivals"": ""Oktoberfest in Munich"", ""Color"": ""Multicolor"", ""Style"": ""Casual"", ""Occasion"": ""Home, Daily"", ""Neckline"": ""Round Neck"", ""Sleeve Length"": ""Short Sleeve"", ""Length"": ""Regular"", ""Fit Type"": ""Slim Fit"", ""Fabric Elasticity"": ""Slight Stretch"", ""Material"": ""Knitted Fabric"", ""Composition"": ""95% Polyester, 5% Elastane"", ""Care Instructions"": ""Machine wash or professional dry clean"", ""Sheer"": ""Semi-Sheer""}","Body: Unlined
Sleeve Type: Regular Sleeve
Hem Shaped: Regular
Lined For Added Warmth: No
Pockets: No
Festivals: Oktoberfest in Munich
Color: Multicolor
Style: Casual
Occasion: Home, Daily
Neckline: Round Neck
Sleeve Length: Short Sleeve
Length: Regular
Fit Type: Slim Fit
Fabric Elasticity: Slight Stretch
Material: Knitted Fabric
Composition: 95% Polyester, 5% Elastane
Care Instructions: Machine wash or professional dry clean
Sheer: Semi-Sheer",2026-06-11T16:28:03+08:00,success,商品属性已加载，虽达到 fast 硬截止但保留成功结果,success,D:\V2\data\debug\v2_9d1c_detail_checkpoint_clean_urls\38235874.html,D:\V2\data\debug\v2_9d1c_detail_checkpoint_clean_urls\38235874_visible_text.txt,D:\V2\data\debug\v2_9d1c_detail_checkpoint_clean_urls\38235874_description_raw_text.txt,fast,37.32,0.01,0.04,37.55,17.78,6.95,1,False,0.00,False,0.00,0,0,20,True
417618841,https://sg.shein.com/Women-s-Casual-Bohemian-Style-White-Elastic-Waist-Pocket-Linen-Wide-Leg-Pants-Summer-Spring-p-417618841.html,https://sg.shein.com/Women-s-Casual-Bohemian-Style-White-Elastic-Waist-Pocket-Linen-Wide-Leg-Pants-Summer-Spring-p-417618841.html,3,3,"3,4,6",5k+ sold,TRUE,"Women's Casual Bohemian Style White Elastic Waist Pocket Linen Wide Leg Pants, Summer Spring",S$11.49,sz260110115456696280052,2026-01-10,260110,success,SKU 前 6 位数字按 YYMMDD 成功解析为产品创建日期,Apricot,Fabric,100% Polyester,Non-Stretch,Loose,Striped,Casual,"Vacation, Airport",Pocket,Wide Leg,Long,,,,Natural(Mid Waist),Elastic Waist,,Yes,Unlined,,No,,No,,"Ramadan, Independence Day, Id al-Adha, Eid al-Fitr",20,"Closure Type,Details,Body,Pattern Type,Style,Occasion,Lined For Added Warmth,Pockets,Festivals,Color,Type,Waist Line,Length,Fabric Elasticity,Fit Type,Material,Composition,Care Instructions,Sheer,Lining","{""Closure Type"": ""Elastic Waist"", ""Details"": ""Pocket"", ""Body"": ""Unlined"", ""Pattern Type"": ""Striped"", ""Style"": ""Casual"", ""Occasion"": ""Vacation, Airport"", ""Lined For Added Warmth"": ""No"", ""Pockets"": ""Yes"", ""Festivals"": ""Ramadan, Independence Day, Id al-Adha, Eid al-Fitr"", ""Color"": ""Apricot"", ""Type"": ""Wide Leg"", ""Waist Line"": ""Natural(Mid Waist)"", ""Length"": ""Long"", ""Fabric Elasticity"": ""Non-Stretch"", ""Fit Type"": ""Loose"", ""Material"": ""Fabric"", ""Composition"": ""100% Polyester"", ""Care Instructions"": ""Hand wash or professional dry clean"", ""Sheer"": ""No"", ""Lining"": ""100% Polyester""}","Closure Type: Elastic Waist
Details: Pocket
Body: Unlined
Pattern Type: Striped
Style: Casual
Occasion: Vacation, Airport
Lined For Added Warmth: No
Pockets: Yes
Festivals: Ramadan, Independence Day, Id al-Adha, Eid al-Fitr
Color: Apricot
Type: Wide Leg
Waist Line: Natural(Mid Waist)
Length: Long
Fabric Elasticity: Non-Stretch
Fit Type: Loose
Material: Fabric
Composition: 100% Polyester
Care Instructions: Hand wash or professional dry clean
Sheer: No
Lining: 100% Polyester",2026-06-11T16:28:48+08:00,success,商品属性已加载，虽达到 fast 硬截止但保留成功结果,success,D:\V2\data\debug\v2_9d1c_detail_checkpoint_clean_urls\417618841.html,D:\V2\data\debug\v2_9d1c_detail_checkpoint_clean_urls\417618841_visible_text.txt,D:\V2\data\debug\v2_9d1c_detail_checkpoint_clean_urls\417618841_description_raw_text.txt,fast,41.61,0.01,0.04,41.84,16.71,6.29,1,False,0.00,False,0.00,0,0,20,True
57883154,https://sg.shein.com/2025-Autumn-Winter-Women-Wide-Leg-High-Waist-Casual-Loose-Trousers-Versatile-Suit-Pants-Black-Summer-p-57883154.html,https://sg.shein.com/risk/challenge?captcha_type=909&redirection=https%3A%2F%2Fsg.shein.com%2F2025-Autumn-Winter-Women-Wide-Leg-High-Waist-Casual-Loose-Trousers-Versatile-Suit-Pants-Black-Summer-p-57883154.html&risk-id=E4839790619732313088,2,3,"2,7,8",34.1k+ sold,TRUE,"2025 Autumn/Winter Women Wide Leg High Waist Casual Loose Trousers, Versatile Suit Pants Black Summer",S$12.49,,,,failed,详情页 SKU 为空,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,页面状态为 blocked_or_verify，跳过 Description 解析：详情页验证码页面,2026-06-11T17:23:04+08:00,blocked_or_verify,detail_captcha_timeout_300_seconds,skipped_due_to_page_status,D:\V2\data\debug\v2_9d1c_detail_checkpoint_clean_urls\57883154.html,D:\V2\data\debug\v2_9d1c_detail_checkpoint_clean_urls\57883154_visible_text.txt,D:\V2\data\debug\v2_9d1c_detail_checkpoint_clean_urls\57883154_description_raw_text.txt,stable,5.02,0.00,0.01,5.06,0.00,24.15,1,True,300.71,False,0.00,0,1,20,True
57883154,https://sg.shein.com/2025-Autumn-Winter-Women-Wide-Leg-High-Waist-Casual-Loose-Trousers-Versatile-Suit-Pants-Black-Summer-p-57883154.html,chrome-error://chromewebdata/,2,3,"2,7,8",34.1k+ sold,TRUE,"2025 Autumn/Winter Women Wide Leg High Waist Casual Loose Trousers, Versatile Suit Pants Black Summer",S$12.49,,,,failed,详情页 SKU 为空,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,"页面状态为 fetch_failed，跳过 Description 解析：Error: Page.goto: net::ERR_EMPTY_RESPONSE at https://sg.shein.com/2025-Autumn-Winter-Women-Wide-Leg-High-Waist-Casual-Loose-Trousers-Versatile-Suit-Pants-Black-Summer-p-57883154.html
Call log:
  - navigating to ""https://sg.shein.com/2025-Autumn-Winter-Women-Wide-Leg-High-Waist-Casual-Loose-Trousers-",2026-06-11T17:33:59+08:00,fetch_failed,"Error: Page.goto: net::ERR_EMPTY_RESPONSE at https://sg.shein.com/2025-Autumn-Winter-Women-Wide-Leg-High-Waist-Casual-Loose-Trousers-Versatile-Suit-Pants-Black-Summer-p-57883154.html
Call log:
  - navigating to ""https://sg.shein.com/2025-Autumn-Winter-Women-Wide-Leg-High-Waist-Casual-Loose-Trousers-",skipped_due_to_page_status,D:\V2\data\debug\v2_9d1c_detail_checkpoint_clean_urls\57883154.html,D:\V2\data\debug\v2_9d1c_detail_checkpoint_clean_urls\57883154_visible_text.txt,D:\V2\data\debug\v2_9d1c_detail_checkpoint_clean_urls\57883154_description_raw_text.txt,captcha_cleared_stable_retry,61.49,0.00,0.00,61.50,0.00,31.12,2,True,210.85,True,0.00,0,1,20,True
57883154,https://sg.shein.com/2025-Autumn-Winter-Women-Wide-Leg-High-Waist-Casual-Loose-Trousers-Versatile-Suit-Pants-Black-Summer-p-57883154.html,https://sg.shein.com/2025-Autumn-Winter-Women-Wide-Leg-High-Waist-Casual-Loose-Trousers-Versatile-Suit-Pants-Black-Summer-p-57883154.html,2,3,"2,7,8",34.1k+ sold,TRUE,"2025 Autumn/Winter Women Wide Leg High Waist Casual Loose Trousers, Versatile Suit Pants Black Summer",S$12.49,sz25020983472487747,2025-02-09,250209,success,SKU 前 6 位数字按 YYMMDD 成功解析为产品创建日期,Black,Knitted Fabric,"95% Polyester, 5% Elastane",Non-Stretch,Loose,,Casual,Daily,Rib-Knit,Straight Leg,Long,,,,Natural(Mid Waist),Zipper Fly,,No,Unlined,,No,Comfortable,Yes,,Mother's Day,19,"Features,Closure Type,Details,Body,Style,Occasion,Lined For Added Warmth,Pockets,Festivals,Color,Type,Waist Line,Length,Fabric Elasticity,Fit Type,Material,Composition,Care Instructions,Sheer","{""Features"": ""Comfortable"", ""Closure Type"": ""Zipper Fly"", ""Details"": ""Rib-Knit"", ""Body"": ""Unlined"", ""Style"": ""Casual"", ""Occasion"": ""Daily"", ""Lined For Added Warmth"": ""No"", ""Pockets"": ""No"", ""Festivals"": ""Mother's Day"", ""Color"": ""Black"", ""Type"": ""Straight Leg"", ""Waist Line"": ""Natural(Mid Waist)"", ""Length"": ""Long"", ""Fabric Elasticity"": ""Non-Stretch"", ""Fit Type"": ""Loose"", ""Material"": ""Knitted Fabric"", ""Composition"": ""95% Polyester, 5% Elastane"", ""Care Instructions"": ""Machine wash or professional dry clean"", ""Sheer"": ""Yes""}","Features: Comfortable
Closure Type: Zipper Fly
Details: Rib-Knit
Body: Unlined
Style: Casual
Occasion: Daily
Lined For Added Warmth: No
Pockets: No
Festivals: Mother's Day
Color: Black
Type: Straight Leg
Waist Line: Natural(Mid Waist)
Length: Long
Fabric Elasticity: Non-Stretch
Fit Type: Loose
Material: Knitted Fabric
Composition: 95% Polyester, 5% Elastane
Care Instructions: Machine wash or professional dry clean
Sheer: Yes",2026-06-11T17:39:56+08:00,success,商品主体信息命中 7 项,success,D:\V2\data\debug\v2_9d1c_detail_checkpoint_clean_urls\57883154.html,D:\V2\data\debug\v2_9d1c_detail_checkpoint_clean_urls\57883154_visible_text.txt,D:\V2\data\debug\v2_9d1c_detail_checkpoint_clean_urls\57883154_description_raw_text.txt,captcha_cleared_stable_retry,23.74,0.01,0.03,23.95,0.00,26.75,2,True,61.66,True,0.00,0,0,20,True
440608961,https://sg.shein.com/1pc-Women-s-Summer-Loose-Crew-Neck-Short-Sleeve-T-Shirt-Matcha-Coffee-Latte-Themed-Print-Suitable-For-Vacation-Office-Outing-Daily-Date-Party-Gathering-Street-Carnival-Music-Festival-Valentine-s-Day-Party-Occasions-Casual-p-440608961.html,https://sg.shein.com/1pc-Women-s-Summer-Loose-Crew-Neck-Short-Sleeve-T-Shirt-Matcha-Coffee-Latte-Themed-Print-Suitable-For-Vacation-Office-Outing-Daily-Date-Party-Gathering-Street-Carnival-Music-Festival-Valentine-s-Day-Party-Occasions-Casual-p-440608961.html,2,3,"2,7,9",2.7k+ sold,TRUE,"1pc Women's Summer Loose Crew Neck Short Sleeve T-Shirt, Matcha Coffee Latte Themed Print, Suitable For Vacation, Office, Outing, Daily, Date, Party, Gathering, Street, Carnival, Music Festival, Valentine's Day, Party Occasions Casual",S$6.49,sz260321224209847031562,2026-03-21,260321,success,SKU 前 6 位数字按 YYMMDD 成功解析为产品创建日期,Yellow,Polyester,"95% Polyester, 5% Elastane",Slight Stretch,Loose,"Letter, Food & Beverage",Casual,"Holiday, School, Office, Daily, Dating",,,Regular,Round Neck,Short Sleeve,Drop Shoulder,,,,No,No,Regular,No,"Great quality, Soft",No,,"Thanksgiving Day, Back-to-School, Commencement/Graduation Season",22,"Body,Pattern Type,Sleeve Type,Hem Shaped,Lined For Added Warmth,Pockets,Festivals,Color,Style,Occasion,Neckline,Sleeve Length,Features,Length,Fit Type,Fabric Elasticity,Material,Composition,Care Instructions,Belt,Sheer,Number of Pieces","{""Body"": ""No"", ""Pattern Type"": ""Letter, Food & Beverage"", ""Sleeve Type"": ""Drop Shoulder"", ""Hem Shaped"": ""Regular"", ""Lined For Added Warmth"": ""No"", ""Pockets"": ""No"", ""Festivals"": ""Thanksgiving Day, Back-to-School, Commencement/Graduation Season"", ""Color"": ""Yellow"", ""Style"": ""Casual"", ""Occasion"": ""Holiday, School, Office, Daily, Dating"", ""Neckline"": ""Round Neck"", ""Sleeve Length"": ""Short Sleeve"", ""Features"": ""Great quality, Soft"", ""Length"": ""Regular"", ""Fit Type"": ""Loose"", ""Fabric Elasticity"": ""Slight Stretch"", ""Material"": ""Polyester"", ""Composition"": ""95% Polyester, 5% Elastane"", ""Care Instructions"": ""Machine wash or professional dry clean"", ""Belt"": ""No"", ""Sheer"": ""No"", ""Number of Pieces"": ""1 Piece Set""}","Body: No
Pattern Type: Letter, Food & Beverage
Sleeve Type: Drop Shoulder
Hem Shaped: Regular
Lined For Added Warmth: No
Pockets: No
Festivals: Thanksgiving Day, Back-to-School, Commencement/Graduation Season
Color: Yellow
Style: Casual
Occasion: Holiday, School, Office, Daily, Dating
Neckline: Round Neck
Sleeve Length: Short Sleeve
Features: Great quality, Soft
Length: Regular
Fit Type: Loose
Fabric Elasticity: Slight Stretch
Material: Polyester
Composition: 95% Polyester, 5% Elastane
Care Instructions: Machine wash or professional dry clean
Belt: No
Sheer: No
Number of Pieces: 1 Piece Set",2026-06-11T17:40:36+08:00,success,商品属性已加载，虽达到 fast 硬截止但保留成功结果,success,D:\V2\data\debug\v2_9d1c_detail_checkpoint_clean_urls\440608961.html,D:\V2\data\debug\v2_9d1c_detail_checkpoint_clean_urls\440608961_visible_text.txt,D:\V2\data\debug\v2_9d1c_detail_checkpoint_clean_urls\440608961_description_raw_text.txt,fast,36.18,0.01,0.04,36.34,18.89,8.63,1,False,0.00,False,0.00,0,0,20,True
469428072,https://sg.shein.com/Divinelle-White-And-Brown-Striped-Bowknot-Print-Sweatshirt-For-Women-Autumn-Casual-School-Back-To-School-Round-Neck-Long-Sleeve-Loose-Lightweight-Pullover-p-469428072.html,https://sg.shein.com/Divinelle-White-And-Brown-Striped-Bowknot-Print-Sweatshirt-For-Women-Autumn-Casual-School-Back-To-School-Round-Neck-Long-Sleeve-Loose-Lightweight-Pullover-p-469428072.html,4,3,"4,5,6",805 sold,TRUE,"Divinelle White And Brown Striped Bowknot Print Sweatshirt For Women,Autumn Casual School Back-To-School Round Neck Long Sleeve Loose Lightweight Pullover",S$40,sz260509164516961565200,2026-05-09,260509,success,SKU 前 6 位数字按 YYMMDD 成功解析为产品创建日期,,,,,,,,,,,,,,,,,,,,,,,,,,0,,{},,2026-06-11T17:41:21+08:00,success,页面超时但商品主体和 Description 属性已加载，保留成功结果,description_not_found,D:\V2\data\debug\v2_9d1c_detail_checkpoint_clean_urls\469428072.html,D:\V2\data\debug\v2_9d1c_detail_checkpoint_clean_urls\469428072_visible_text.txt,D:\V2\data\debug\v2_9d1c_detail_checkpoint_clean_urls\469428072_description_raw_text.txt,fast,18.16,0.00,0.02,18.25,0.00,18.55,1,False,0.00,False,0.00,0,1,20,True
